Filename,Label
gunshot_001.wav,1
gunshot_002.wav,1
gunshot_003.wav,1
gunshot_004.wav,1
gunshot_005.wav,1
gunshot_006.wav,1
gunshot_007.wav,1
gunshot_008.wav,1
gunshot_009.wav,1
gunshot_010.wav,1
gunshot_011.wav,1
gunshot_012.wav,1
gunshot_013.wav,1
gunshot_014.wav,1
gunshot_015.wav,1
gunshot_016.wav,1
gunshot_017.wav,1
gunshot_018.wav,1
gunshot_019.wav,1
gunshot_020.wav,1
gunshot_021.wav,1
gunshot_022.wav,1
gunshot_023.wav,1
gunshot_024.wav,1
gunshot_025.wav,1
gunshot_026.wav,1
gunshot_027.wav,1
gunshot_028.wav,1
gunshot_029.wav,1
gunshot_030.wav,1
gunshot_031.wav,1
gunshot_032.wav,1
gunshot_033.wav,1
gunshot_034.wav,1
gunshot_035.wav,1
gunshot_036.wav,1
gunshot_037.wav,1
gunshot_038.wav,1
gunshot_039.wav,1
gunshot_040.wav,1
gunshot_041.wav,1
gunshot_042.wav,1
gunshot_043.wav,1
gunshot_044.wav,1
gunshot_045.wav,1
gunshot_046.wav,1
gunshot_047.wav,1
gunshot_048.wav,1
gunshot_049.wav,1
gunshot_050.wav,1
gunshot_051.wav,1
gunshot_052.wav,1
gunshot_053.wav,1
gunshot_054.wav,1
gunshot_055.wav,1
gunshot_056.wav,1
gunshot_057.wav,1
gunshot_058.wav,1
gunshot_059.wav,1
gunshot_060.wav,1
gunshot_061.wav,1
gunshot_062.wav,1
gunshot_063.wav,1
gunshot_064.wav,1
gunshot_065.wav,1
gunshot_066.wav,1
gunshot_067.wav,1
gunshot_068.wav,1
gunshot_069.wav,1
gunshot_070.wav,1
gunshot_071.wav,1
gunshot_072.wav,1
gunshot_073.wav,1
gunshot_074.wav,1
gunshot_075.wav,1
gunshot_076.wav,1
gunshot_077.wav,1
gunshot_078.wav,1
gunshot_079.wav,1
gunshot_080.wav,1
gunshot_081.wav,1
gunshot_082.wav,1
gunshot_083.wav,1
gunshot_084.wav,1
gunshot_085.wav,1
gunshot_086.wav,1
gunshot_087.wav,1
gunshot_088.wav,1
gunshot_089.wav,1
gunshot_090.wav,1
gunshot_091.wav,1
gunshot_092.wav,1
gunshot_093.wav,1
gunshot_094.wav,1
gunshot_095.wav,1
gunshot_096.wav,1
gunshot_097.wav,1
gunshot_098.wav,1
gunshot_099.wav,1
gunshot_100.wav,1
gunshot_101.wav,1
gunshot_102.wav,1
gunshot_103.wav,1
gunshot_104.wav,1
gunshot_105.wav,1
gunshot_106.wav,1
gunshot_107.wav,1
gunshot_108.wav,1
gunshot_109.wav,1
gunshot_110.wav,1
gunshot_111.wav,1
gunshot_112.wav,1
gunshot_113.wav,1
gunshot_114.wav,1
gunshot_115.wav,1
gunshot_116.wav,1
gunshot_117.wav,1
gunshot_118.wav,1
gunshot_119.wav,1
gunshot_120.wav,1
gunshot_121.wav,1
gunshot_122.wav,1
gunshot_123.wav,1
gunshot_124.wav,1
gunshot_125.wav,1
gunshot_126.wav,1
gunshot_127.wav,1
gunshot_128.wav,1
gunshot_129.wav,1
gunshot_130.wav,1
gunshot_131.wav,1
gunshot_132.wav,1
gunshot_133.wav,1
gunshot_134.wav,1
gunshot_135.wav,1
gunshot_136.wav,1
gunshot_137.wav,1
gunshot_138.wav,1
gunshot_139.wav,1
gunshot_140.wav,1
gunshot_141.wav,1
gunshot_142.wav,1
gunshot_143.wav,1
gunshot_144.wav,1
gunshot_145.wav,1
gunshot_146.wav,1
gunshot_147.wav,1
gunshot_148.wav,1
gunshot_149.wav,1
gunshot_150.wav,1
gunshot_151.wav,1
gunshot_152.wav,1
gunshot_153.wav,1
gunshot_154.wav,1
gunshot_155.wav,1
gunshot_156.wav,1
gunshot_157.wav,1
gunshot_158.wav,1
gunshot_159.wav,1
gunshot_160.wav,1
gunshot_161.wav,1
gunshot_162.wav,1
gunshot_163.wav,1
gunshot_164.wav,1
gunshot_165.wav,1
gunshot_166.wav,1
gunshot_167.wav,1
gunshot_168.wav,1
gunshot_169.wav,1
gunshot_170.wav,1
gunshot_171.wav,1
gunshot_172.wav,1
gunshot_173.wav,1
gunshot_174.wav,1
gunshot_175.wav,1
gunshot_176.wav,1
gunshot_177.wav,1
gunshot_178.wav,1
gunshot_179.wav,1
gunshot_180.wav,1
gunshot_181.wav,1
gunshot_182.wav,1
gunshot_183.wav,1
gunshot_184.wav,1
gunshot_185.wav,1
gunshot_186.wav,1
gunshot_187.wav,1
gunshot_188.wav,1
gunshot_189.wav,1
gunshot_190.wav,1
gunshot_191.wav,1
gunshot_192.wav,1
gunshot_193.wav,1
gunshot_194.wav,1
gunshot_195.wav,1
gunshot_196.wav,1
gunshot_197.wav,1
gunshot_198.wav,1
gunshot_199.wav,1
gunshot_200.wav,1
gunshot_201.wav,1
gunshot_202.wav,1
gunshot_203.wav,1
gunshot_204.wav,1
gunshot_205.wav,1
gunshot_206.wav,1
gunshot_207.wav,1
gunshot_208.wav,1
gunshot_209.wav,1
gunshot_210.wav,1
gunshot_211.wav,1
gunshot_212.wav,1
gunshot_213.wav,1
gunshot_214.wav,1
gunshot_215.wav,1
gunshot_216.wav,1
gunshot_217.wav,1
gunshot_218.wav,1
gunshot_219.wav,1
gunshot_220.wav,1
gunshot_221.wav,1
gunshot_222.wav,1
gunshot_223.wav,1
gunshot_224.wav,1
gunshot_225.wav,1
gunshot_226.wav,1
gunshot_227.wav,1
gunshot_228.wav,1
gunshot_229.wav,1
gunshot_230.wav,1
gunshot_231.wav,1
gunshot_232.wav,1
gunshot_233.wav,1
gunshot_234.wav,1
gunshot_235.wav,1
gunshot_236.wav,1
gunshot_237.wav,1
gunshot_238.wav,1
gunshot_239.wav,1
gunshot_240.wav,1
gunshot_241.wav,1
gunshot_242.wav,1
gunshot_243.wav,1
gunshot_244.wav,1
gunshot_245.wav,1
gunshot_246.wav,1
gunshot_247.wav,1
gunshot_248.wav,1
gunshot_249.wav,1
gunshot_250.wav,1
gunshot_251.wav,1
gunshot_252.wav,1
gunshot_253.wav,1
gunshot_254.wav,1
gunshot_255.wav,1
gunshot_256.wav,1
gunshot_257.wav,1
gunshot_258.wav,1
gunshot_259.wav,1
gunshot_260.wav,1
gunshot_261.wav,1
gunshot_262.wav,1
gunshot_263.wav,1
gunshot_264.wav,1
gunshot_265.wav,1
gunshot_266.wav,1
gunshot_267.wav,1
gunshot_268.wav,1
gunshot_269.wav,1
gunshot_270.wav,1
gunshot_271.wav,1
gunshot_272.wav,1
gunshot_273.wav,1
gunshot_274.wav,1
gunshot_275.wav,1
gunshot_276.wav,1
gunshot_277.wav,1
gunshot_278.wav,1
gunshot_279.wav,1
gunshot_280.wav,1
gunshot_281.wav,1
gunshot_282.wav,1
gunshot_283.wav,1
gunshot_284.wav,1
gunshot_285.wav,1
gunshot_286.wav,1
gunshot_287.wav,1
gunshot_288.wav,1
gunshot_289.wav,1
gunshot_290.wav,1
gunshot_291.wav,1
gunshot_292.wav,1
gunshot_293.wav,1
gunshot_294.wav,1
gunshot_295.wav,1
gunshot_296.wav,1
gunshot_297.wav,1
gunshot_298.wav,1
gunshot_299.wav,1
gunshot_300.wav,1
gunshot_301.wav,1
gunshot_302.wav,1
gunshot_303.wav,1
gunshot_304.wav,1
gunshot_305.wav,1
gunshot_306.wav,1
gunshot_307.wav,1
gunshot_308.wav,1
gunshot_309.wav,1
gunshot_310.wav,1
gunshot_311.wav,1
gunshot_312.wav,1
gunshot_313.wav,1
gunshot_314.wav,1
gunshot_315.wav,1
gunshot_316.wav,1
gunshot_317.wav,1
gunshot_318.wav,1
gunshot_319.wav,1
gunshot_320.wav,1
gunshot_321.wav,1
gunshot_322.wav,1
gunshot_323.wav,1
gunshot_324.wav,1
gunshot_325.wav,1
gunshot_326.wav,1
gunshot_327.wav,1
gunshot_328.wav,1
gunshot_329.wav,1
gunshot_330.wav,1
gunshot_331.wav,1
gunshot_332.wav,1
gunshot_333.wav,1
gunshot_334.wav,1
gunshot_335.wav,1
gunshot_336.wav,1
gunshot_337.wav,1
gunshot_338.wav,1
gunshot_339.wav,1
gunshot_340.wav,1
gunshot_341.wav,1
gunshot_342.wav,1
gunshot_343.wav,1
gunshot_344.wav,1
gunshot_345.wav,1
gunshot_346.wav,1
gunshot_347.wav,1
gunshot_348.wav,1
gunshot_349.wav,1
gunshot_350.wav,1
gunshot_351.wav,1
gunshot_352.wav,1
gunshot_353.wav,1
gunshot_354.wav,1
gunshot_355.wav,1
gunshot_356.wav,1
gunshot_357.wav,1
gunshot_358.wav,1
gunshot_359.wav,1
gunshot_360.wav,1
gunshot_361.wav,1
gunshot_362.wav,1
gunshot_363.wav,1
gunshot_364.wav,1
gunshot_365.wav,1
gunshot_366.wav,1
gunshot_367.wav,1
gunshot_368.wav,1
gunshot_369.wav,1
gunshot_370.wav,1
gunshot_371.wav,1
gunshot_372.wav,1
gunshot_373.wav,1
gunshot_374.wav,1
gunshot_375.wav,1
gunshot_376.wav,1
gunshot_377.wav,1
gunshot_378.wav,1
gunshot_379.wav,1
gunshot_380.wav,1
gunshot_381.wav,1
gunshot_382.wav,1
gunshot_383.wav,1
gunshot_384.wav,1
gunshot_385.wav,1
gunshot_386.wav,1
gunshot_387.wav,1
gunshot_388.wav,1
gunshot_389.wav,1
gunshot_390.wav,1
gunshot_391.wav,1
gunshot_392.wav,1
gunshot_393.wav,1
gunshot_394.wav,1
gunshot_395.wav,1
gunshot_396.wav,1
gunshot_397.wav,1
gunshot_398.wav,1
gunshot_399.wav,1
gunshot_400.wav,1
gunshot_401.wav,1
gunshot_402.wav,1
gunshot_403.wav,1
gunshot_404.wav,1
gunshot_405.wav,1
gunshot_406.wav,1
gunshot_407.wav,1
gunshot_408.wav,1
gunshot_409.wav,1
